Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
507,28,Male,Georgia,Yes,48,Debit Card,2
509,27,Male,Illinois,Yes,31,PayPal,3
514,22,Male,New Mexico,Yes,45,Venmo,2
522,36,Male,Vermont,Yes,50,Bank Transfer,2
528,21,Male,South Carolina,Yes,47,Bank Transfer,1
529,34,Male,Maryland,Yes,40,Cash,2
533,26,Male,Texas,Yes,35,Bank Transfer,1
539,27,Male,Virginia,Yes,43,Cash,7
543,27,Male,Illinois,Yes,35,Cash,5
545,34,Male,Washington,Yes,30,Bank Transfer,1
546,33,Male,Alabama,Yes,48,Debit Card,2
548,38,Male,Nevada,Yes,26,Venmo,7
549,36,Male,Nebraska,Yes,41,Debit Card,1
550,31,Male,Arizona,Yes,37,Venmo,5
552,29,Male,Idaho,Yes,27,Cash,5
558,18,Male,Alaska,Yes,31,Debit Card,7
569,44,Male,Utah,Yes,36,PayPal,4
578,19,Male,Alabama,Yes,41,Venmo,2
584,25,Male,California,Yes,38,PayPal,4
588,29,Male,Washington,Yes,48,Debit Card,1
590,28,Male,Minnesota,Yes,40,PayPal,2
596,30,Male,Delaware,Yes,47,PayPal,3
597,23,Male,Montana,Yes,36,Venmo,2
599,21,Male,California,Yes,30,Cash,1
604,31,Male,Massachusetts,Yes,26,PayPal,1
607,27,Male,Colorado,Yes,44,PayPal,4
617,29,Male,Pennsylvania,Yes,38,Credit Card,1
624,19,Male,Nevada,Yes,48,PayPal,5
631,41,Male,Mississippi,Yes,33,Debit Card,2
635,36,Male,Ohio,Yes,46,PayPal,7
636,27,Male,South Carolina,Yes,28,Cash,3
638,21,Male,Tennessee,Yes,46,Cash,6
649,22,Male,Michigan,Yes,35,Credit Card,7
652,32,Male,Arkansas,Yes,41,Venmo,6
654,20,Male,North Dakota,Yes,45,Cash,6
663,24,Male,Illinois,Yes,39,Venmo,5
666,41,Male,New Mexico,Yes,50,Credit Card,2
667,35,Male,Colorado,Yes,30,Debit Card,3
668,34,Male,Arizona,Yes,32,Bank Transfer,3
670,43,Male,Illinois,Yes,45,Venmo,5
672,38,Male,Iowa,Yes,45,Cash,7
674,35,Male,Oklahoma,Yes,27,Venmo,5
677,28,Male,Connecticut,Yes,38,Venmo,5
683,23,Male,Missouri,Yes,49,Credit Card,5
688,19,Male,West Virginia,Yes,46,Bank Transfer,3
689,25,Male,Michigan,Yes,44,Venmo,4
690,19,Male,Pennsylvania,Yes,35,Credit Card,1
691,25,Male,Alaska,Yes,45,Bank Transfer,7
693,35,Male,North Dakota,Yes,40,Debit Card,1
695,41,Male,Kentucky,Yes,38,Venmo,1
697,44,Male,Utah,Yes,49,Cash,4
706,25,Male,Arkansas,Yes,49,Cash,3
711,22,Male,Virginia,Yes,26,PayPal,6
713,42,Male,New Hampshire,Yes,36,Bank Transfer,3
714,37,Male,Oregon,Yes,39,Bank Transfer,5
715,26,Male,South Dakota,Yes,40,Debit Card,6
716,33,Male,Delaware,Yes,37,Debit Card,3
722,43,Male,California,Yes,41,Debit Card,1
723,27,Male,Wyoming,Yes,50,Cash,5
724,35,Male,Missouri,Yes,43,PayPal,4
725,37,Male,New Hampshire,Yes,36,Venmo,1
730,41,Male,Minnesota,Yes,46,PayPal,1
732,43,Male,Arkansas,Yes,30,PayPal,6
733,34,Male,New Hampshire,Yes,28,Cash,5
737,18,Male,Colorado,Yes,32,Credit Card,1
744,21,Male,North Carolina,Yes,36,Cash,7
747,40,Male,Michigan,Yes,47,Credit Card,2
772,22,Male,Hawaii,Yes,34,Bank Transfer,6
773,18,Male,Illinois,Yes,40,Debit Card,5
781,34,Male,New York,Yes,38,Cash,3
785,31,Male,Alabama,Yes,41,Bank Transfer,1
793,34,Male,New Jersey,Yes,45,Venmo,7
796,39,Male,New York,Yes,34,Venmo,2
797,42,Male,Arizona,Yes,43,Credit Card,2
798,42,Male,Maryland,Yes,38,Debit Card,7
799,29,Male,Alaska,Yes,48,PayPal,1
804,32,Male,Connecticut,Yes,30,Venmo,1
805,43,Male,Mississippi,Yes,28,Venmo,3
806,41,Male,Connecticut,Yes,40,Debit Card,4
812,18,Male,Illinois,Yes,36,Venmo,3
816,30,Male,West Virginia,Yes,27,Venmo,5
818,25,Male,Nevada,Yes,30,PayPal,6
828,31,Male,Colorado,Yes,33,Bank Transfer,6
829,24,Male,Nevada,Yes,27,PayPal,5
838,25,Male,Illinois,Yes,33,Cash,1
839,33,Male,Kentucky,Yes,49,Credit Card,2
846,31,Male,Michigan,Yes,30,Venmo,4
858,43,Male,Missouri,Yes,50,Debit Card,1
859,19,Male,Oklahoma,Yes,33,PayPal,7
870,38,Male,New Hampshire,Yes,33,PayPal,7
879,23,Male,Tennessee,Yes,37,Debit Card,7
884,28,Male,Pennsylvania,Yes,30,Bank Transfer,4
886,41,Male,Ohio,Yes,49,Debit Card,1
887,19,Male,Utah,Yes,48,Bank Transfer,4
893,31,Male,New Mexico,Yes,43,Debit Card,4
896,40,Male,Mississippi,Yes,33,Debit Card,3
898,29,Male,Illinois,Yes,46,Venmo,7
908,32,Male,Missouri,Yes,34,Credit Card,5
913,24,Male,Arkansas,Yes,32,Bank Transfer,4
914,37,Male,Utah,Yes,29,Cash,1
915,43,Male,Washington,Yes,27,Venmo,1
916,31,Male,Rhode Island,Yes,33,Credit Card,6
921,37,Male,Arkansas,Yes,37,Cash,7
937,31,Male,Maine,Yes,28,Cash,7
942,39,Male,Illinois,Yes,38,PayPal,1
943,26,Male,Arizona,Yes,38,PayPal,5
950,33,Male,Montana,Yes,49,Venmo,4
953,36,Male,Idaho,Yes,28,PayPal,4
957,29,Male,Mississippi,Yes,42,Debit Card,3
963,29,Male,Michigan,Yes,26,Debit Card,6
970,40,Male,California,Yes,37,PayPal,4
977,34,Male,Florida,Yes,50,Credit Card,1
978,20,Male,Washington,Yes,34,Cash,5
982,27,Male,Maryland,Yes,47,Credit Card,3
983,35,Male,Texas,Yes,37,PayPal,4
984,24,Male,New Mexico,Yes,40,Venmo,5
992,20,Male,Wisconsin,Yes,40,Bank Transfer,5
997,29,Male,Delaware,Yes,32,Bank Transfer,3
1005,33,Male,Tennessee,Yes,44,Cash,2
1007,21,Male,Michigan,Yes,50,Venmo,3
1009,41,Male,New Mexico,Yes,29,PayPal,2
1012,43,Male,Montana,Yes,32,Debit Card,6
1013,28,Male,New Mexico,Yes,27,Credit Card,2
1015,28,Male,Ohio,Yes,36,Debit Card,6
1020,32,Male,Kentucky,Yes,33,Venmo,5
1021,24,Male,Delaware,Yes,41,Debit Card,2
1030,29,Male,Ohio,Yes,33,Venmo,5
1032,22,Male,Tennessee,Yes,32,Cash,3
1034,19,Male,Montana,Yes,41,Bank Transfer,3
1040,29,Male,Michigan,Yes,39,Venmo,4
1044,28,Male,Hawaii,Yes,28,Debit Card,6
1055,18,Male,Arkansas,No,48,PayPal,3
1057,20,Male,Idaho,No,42,Venmo,6
1059,29,Male,New Mexico,No,49,Bank Transfer,1
1065,34,Male,Wyoming,No,42,Credit Card,1
1070,38,Male,Maryland,No,33,Venmo,1
1074,22,Male,California,No,33,Credit Card,4
1077,33,Male,North Dakota,No,47,Venmo,5
1079,37,Male,Arizona,No,49,Credit Card,6
1080,18,Male,Oklahoma,No,48,Bank Transfer,4
1084,35,Male,Washington,No,43,Cash,7
1085,34,Male,Arkansas,No,48,Cash,3
1090,40,Male,Arizona,No,33,PayPal,5
1091,38,Male,Connecticut,No,27,Cash,6
1096,19,Male,Tennessee,No,30,Bank Transfer,3
1100,19,Male,North Carolina,No,45,Bank Transfer,6
1102,30,Male,Delaware,No,39,Cash,6
1109,27,Male,Nebraska,No,50,Cash,6
1111,28,Male,Texas,No,31,Cash,5
1116,30,Male,New York,No,37,Cash,7
1120,34,Male,Louisiana,No,36,Credit Card,7
1121,22,Male,Pennsylvania,No,40,Debit Card,4
1124,36,Male,Massachusetts,No,38,Cash,4
1125,42,Male,Iowa,No,40,Cash,3
1127,23,Male,Iowa,No,47,Venmo,6
1130,37,Male,New Hampshire,No,46,Venmo,6
1134,36,Male,Connecticut,No,29,Cash,7
1137,23,Male,Illinois,No,37,Cash,4
1139,18,Male,Iowa,No,32,Venmo,6
1146,31,Male,Nevada,No,30,Cash,1
1150,21,Male,Georgia,No,40,Venmo,2
1151,29,Male,Kentucky,No,50,Venmo,5
1174,44,Male,South Dakota,No,42,Cash,5
1176,35,Male,New Jersey,No,26,PayPal,3
1177,36,Male,Oregon,No,39,PayPal,3
1180,20,Male,Indiana,No,44,Bank Transfer,2
1181,23,Male,Oregon,No,34,Cash,4
1183,37,Male,New Mexico,No,45,PayPal,3
1192,34,Male,Indiana,No,50,Venmo,3
1196,25,Male,Texas,No,33,Venmo,4
1202,27,Male,Illinois,No,46,Venmo,6
1220,19,Male,Vermont,No,35,Credit Card,5
1230,34,Male,Kansas,No,39,Bank Transfer,2
1231,25,Male,Illinois,No,49,Venmo,4
1236,23,Male,Idaho,No,46,PayPal,1
1237,42,Male,New Mexico,No,35,Debit Card,1
1238,25,Male,Michigan,No,42,Credit Card,3
1241,41,Male,New Jersey,No,48,Debit Card,2
1246,42,Male,New York,No,30,Bank Transfer,7
1247,27,Male,Louisiana,No,27,Cash,4
1254,39,Male,Montana,No,49,PayPal,2
1256,30,Male,Indiana,No,38,Cash,6
1263,29,Male,Tennessee,No,44,Venmo,4
1266,32,Male,Louisiana,No,27,Bank Transfer,7
1270,43,Male,Vermont,No,47,PayPal,3
1274,41,Male,Mississippi,No,32,Credit Card,1
1279,28,Male,Utah,No,31,Venmo,6
1281,30,Male,Georgia,No,39,Venmo,1
1287,40,Male,West Virginia,No,44,Debit Card,6
1293,26,Male,Kentucky,No,42,Bank Transfer,2
1294,23,Male,Florida,No,30,Debit Card,2
1296,30,Male,New Mexico,No,50,PayPal,7
1298,44,Male,New Jersey,No,32,Venmo,2
1300,29,Male,Louisiana,No,42,Venmo,5
1303,23,Male,Idaho,No,37,Credit Card,4
1308,23,Male,Missouri,No,43,PayPal,2
1310,32,Male,Hawaii,No,41,Cash,3
1311,43,Male,South Carolina,No,38,Credit Card,1
1315,42,Male,Missouri,No,49,Debit Card,2
1329,37,Male,Rhode Island,No,40,Bank Transfer,7
1337,23,Male,Oregon,No,44,Debit Card,6
1342,26,Male,Rhode Island,No,31,Bank Transfer,3
1346,40,Male,Nebraska,No,42,Venmo,7
1348,44,Male,Vermont,No,47,Bank Transfer,4
1352,30,Male,Vermont,No,28,Bank Transfer,3
1360,27,Male,North Carolina,No,26,Bank Transfer,6
1363,41,Male,Colorado,No,29,Cash,7
1364,36,Male,Wisconsin,No,47,PayPal,3
1370,32,Male,Iowa,No,48,Venmo,6
1371,27,Male,Montana,No,41,Bank Transfer,1
1372,40,Male,Mississippi,No,42,Credit Card,4
1378,33,Male,Maryland,No,42,Venmo,4
1380,21,Male,Minnesota,No,38,Venmo,5
1382,30,Male,Illinois,No,48,Venmo,3
1391,25,Male,Arkansas,No,42,Debit Card,7
1393,31,Male,Arkansas,No,34,Venmo,1
1395,26,Male,Iowa,No,39,Cash,7
1397,37,Male,Wisconsin,No,49,Debit Card,4
1400,19,Male,Nebraska,No,48,Venmo,2
1406,33,Male,New Hampshire,No,39,Credit Card,4
1410,34,Male,Idaho,No,41,Cash,6
1413,25,Male,Michigan,No,43,Venmo,2
1421,22,Male,California,No,45,PayPal,1
1429,20,Male,North Dakota,No,42,PayPal,3
1432,39,Male,South Dakota,No,29,Venmo,3
1433,34,Male,Florida,No,32,Debit Card,3
1445,32,Male,Vermont,No,26,Cash,3
1454,36,Male,Virginia,No,41,Bank Transfer,6
1459,35,Male,Missouri,No,34,Venmo,7
1469,42,Male,Arkansas,No,46,Cash,6
1470,28,Male,Mississippi,No,31,PayPal,1
1472,31,Male,Alaska,No,48,Venmo,1
1481,39,Male,New Hampshire,No,26,Cash,3
1483,28,Male,Wisconsin,No,43,Bank Transfer,7
1488,40,Male,Arizona,No,26,PayPal,2
1489,23,Male,Hawaii,No,37,Credit Card,7
1490,24,Male,Missouri,No,42,Venmo,3
1507,35,Male,South Carolina,No,44,PayPal,3
1510,20,Male,New Hampshire,No,44,Debit Card,2
1512,34,Male,Georgia,No,48,Credit Card,7
1514,22,Male,Texas,No,27,Cash,4
1516,39,Male,Indiana,No,34,Cash,7
1521,21,Male,Iowa,No,39,Cash,3
1522,29,Male,Washington,No,50,Bank Transfer,7
1527,41,Male,Oklahoma,No,27,PayPal,4
1528,26,Male,Wisconsin,No,33,Debit Card,6
1530,20,Male,Georgia,No,48,Credit Card,5
1542,24,Male,Illinois,No,35,Cash,5
1556,43,Male,Ohio,No,44,Cash,3
1557,43,Male,Alabama,No,26,Credit Card,3
1558,27,Male,South Dakota,No,34,PayPal,3
1565,22,Male,California,No,30,Debit Card,1
1570,20,Male,Hawaii,No,29,Debit Card,7
1575,18,Male,Minnesota,No,32,PayPal,5
1583,28,Male,Hawaii,No,39,Cash,4
1585,41,Male,Hawaii,No,46,Credit Card,3
1586,37,Male,Alabama,No,40,Debit Card,6
1588,41,Male,Alabama,No,33,Credit Card,6
1590,42,Male,Ohio,No,48,Cash,7
1596,34,Male,Wisconsin,No,45,Debit Card,6
1598,43,Male,Mississippi,No,34,Bank Transfer,3
1613,18,Male,Wisconsin,No,26,Venmo,4
1617,26,Male,Colorado,No,50,Cash,3
1618,43,Male,Wisconsin,No,50,Credit Card,6
1621,25,Male,Virginia,No,27,PayPal,1
1623,31,Male,Missouri,No,37,Bank Transfer,1
1625,38,Male,Florida,No,40,PayPal,1
1627,32,Male,Nevada,No,45,Credit Card,5
1633,35,Male,Oregon,No,50,Debit Card,1
1635,28,Male,South Carolina,No,30,Cash,1
1638,35,Male,Massachusetts,No,32,Venmo,6
1640,41,Male,Missouri,No,50,PayPal,2
1654,31,Male,Colorado,No,29,Debit Card,5
1657,21,Male,Indiana,No,41,PayPal,1
1659,32,Male,Alaska,No,47,Cash,7
1665,19,Male,Minnesota,No,35,PayPal,7
1666,40,Male,New Mexico,No,49,Venmo,4
1674,21,Male,Hawaii,No,49,Venmo,5
1677,27,Male,West Virginia,No,34,Bank Transfer,7
1679,41,Male,Ohio,No,30,Venmo,6
1684,23,Male,Arkansas,No,37,Venmo,3
1685,30,Male,New Mexico,No,28,PayPal,7
1686,33,Male,Minnesota,No,43,PayPal,5
1690,32,Male,North Carolina,No,32,Bank Transfer,4
1698,36,Male,South Carolina,No,48,Credit Card,1
1699,25,Male,Iowa,No,46,Bank Transfer,3
1700,20,Male,North Dakota,No,34,Debit Card,2
1706,39,Male,South Dakota,No,49,Venmo,5
1716,23,Male,Idaho,No,30,PayPal,5
1721,25,Male,Massachusetts,No,40,Debit Card,5
1731,23,Male,Alabama,No,26,Credit Card,7
1738,42,Male,Ohio,No,50,Venmo,5
1746,40,Male,West Virginia,No,27,Cash,7
1749,34,Male,Montana,No,41,Bank Transfer,2
1750,43,Male,Wyoming,No,36,Debit Card,1
1751,31,Male,Missouri,No,38,Venmo,1
1758,19,Male,Michigan,No,48,Debit Card,2
1761,20,Male,Minnesota,No,39,PayPal,7
1763,36,Male,Idaho,No,41,Bank Transfer,6
1764,37,Male,Vermont,No,28,PayPal,2
1770,32,Male,Alaska,No,45,Cash,4
1780,29,Male,Virginia,No,41,Venmo,7
1782,31,Male,Iowa,No,49,Bank Transfer,3
1784,42,Male,Ohio,No,30,Credit Card,4
1800,32,Male,California,No,47,Venmo,7
1801,22,Male,Mississippi,No,30,Credit Card,7
1802,33,Male,New Jersey,No,48,Debit Card,6
1805,30,Male,Louisiana,No,39,Credit Card,7
1806,41,Male,Arizona,No,46,Debit Card,7
1808,34,Male,Vermont,No,37,Venmo,6
1812,42,Male,Wisconsin,No,33,Bank Transfer,2
1821,19,Male,Washington,No,31,PayPal,4
1826,23,Male,South Dakota,No,41,Credit Card,7
1828,20,Male,Vermont,No,31,Bank Transfer,7
1829,33,Male,New Hampshire,No,45,Cash,1
1830,30,Male,Oregon,No,50,Credit Card,3
1840,32,Male,Mississippi,No,32,Cash,2
1841,42,Male,Wyoming,No,46,Bank Transfer,1
1844,36,Male,Kentucky,No,32,Credit Card,4
1849,19,Male,Maine,No,34,Cash,1
1850,30,Male,New Mexico,No,35,Bank Transfer,4
1853,41,Male,Pennsylvania,No,32,Cash,7
1855,25,Male,Kentucky,No,49,Credit Card,2
1864,25,Male,Connecticut,No,39,Debit Card,4
1869,23,Male,Indiana,No,44,Cash,6
1871,43,Male,Wyoming,No,27,Debit Card,6
1884,25,Male,Georgia,No,39,Debit Card,6
1886,26,Male,Nevada,No,35,Cash,4
1887,18,Male,Arkansas,No,46,Cash,5
1895,42,Male,Arizona,No,48,Debit Card,5
1900,32,Male,New York,No,42,PayPal,7
1905,22,Male,Nevada,No,46,Cash,4
1915,28,Male,Alaska,No,40,Credit Card,6
1918,38,Male,Hawaii,No,35,PayPal,5
1919,35,Male,Idaho,No,33,Debit Card,4
1925,30,Male,Michigan,No,42,PayPal,3
1933,42,Male,Maryland,No,47,Credit Card,1
1936,19,Male,North Carolina,No,45,Cash,6
1944,32,Male,Wisconsin,No,45,Cash,2
1945,30,Male,Arkansas,No,49,Cash,1
1951,43,Male,Arkansas,No,26,PayPal,1
1952,33,Male,Connecticut,No,32,Bank Transfer,5
1959,39,Male,Nevada,No,47,Cash,3
1965,40,Male,West Virginia,No,50,Debit Card,4
1977,32,Male,Wyoming,No,43,PayPal,6
1978,24,Male,Florida,No,32,Bank Transfer,2
1983,41,Male,Kansas,No,32,PayPal,4
1985,26,Male,West Virginia,No,26,PayPal,6
1990,35,Male,Maryland,No,39,PayPal,5
1993,33,Male,New Jersey,No,28,Venmo,4
2000,39,Male,Tennessee,No,26,Debit Card,4
2006,18,Male,Tennessee,No,30,PayPal,6
2010,37,Male,Alabama,No,26,Venmo,5
2021,41,Male,Pennsylvania,No,26,Cash,3
2026,42,Male,Delaware,No,43,Debit Card,6
2027,37,Male,Maine,No,45,Bank Transfer,1
2030,25,Male,Montana,No,40,PayPal,3
2037,37,Male,Minnesota,No,46,Cash,7
2040,35,Male,Minnesota,No,31,Debit Card,5
2043,19,Male,Alabama,No,35,Venmo,4
2046,31,Male,Georgia,No,26,PayPal,3
2047,39,Male,Oklahoma,No,30,Cash,1
2056,28,Male,Texas,No,28,Bank Transfer,7
2075,36,Male,Florida,No,44,Debit Card,6
2082,24,Male,Alabama,No,48,Bank Transfer,5
2083,41,Male,Arkansas,No,28,Venmo,1
2084,41,Male,Mississippi,No,26,Credit Card,6
2085,32,Male,Vermont,No,43,Bank Transfer,3
2089,39,Male,California,No,49,Debit Card,2
2090,37,Male,Maryland,No,41,Credit Card,1
2093,42,Male,Minnesota,No,27,Bank Transfer,7
2097,21,Male,North Carolina,No,27,Debit Card,2
2100,31,Male,Oklahoma,No,50,PayPal,2
2122,43,Male,Alaska,No,32,Bank Transfer,4
2123,32,Male,Virginia,No,42,Debit Card,7
2131,25,Male,Arizona,No,33,Credit Card,2
2140,40,Male,New York,No,33,Cash,7
2142,24,Male,Kentucky,No,32,PayPal,2
2146,38,Male,Connecticut,No,32,PayPal,2
2153,38,Male,New Jersey,No,43,Bank Transfer,5
2154,35,Male,Kentucky,No,31,PayPal,2
2156,32,Male,Hawaii,No,46,PayPal,4
2157,38,Male,Missouri,No,41,Debit Card,5
2158,41,Male,Mississippi,No,41,Venmo,6
2160,18,Male,Louisiana,No,34,Cash,2
2165,42,Male,Iowa,No,46,PayPal,5
2166,29,Male,Idaho,No,42,Credit Card,1
2167,31,Male,New Jersey,No,50,Credit Card,5
2168,30,Male,Ohio,No,33,Venmo,6
2169,23,Male,Connecticut,No,32,Cash,3
2170,31,Male,Florida,No,32,Bank Transfer,5
2171,40,Male,South Carolina,No,37,Venmo,1
2174,23,Male,Delaware,No,36,Venmo,3
2177,24,Male,Vermont,No,44,Debit Card,3
2179,21,Male,Florida,No,32,Venmo,2
2181,41,Male,Connecticut,No,43,Cash,3
2182,22,Male,Hawaii,No,32,Bank Transfer,5
2183,42,Male,New Mexico,No,26,Venmo,5
2186,40,Male,North Carolina,No,50,Debit Card,1
2190,38,Male,Wisconsin,No,47,Credit Card,5
2191,42,Male,Alaska,No,33,Credit Card,2
2192,26,Male,Pennsylvania,No,46,Cash,5
2197,25,Male,Vermont,No,31,PayPal,7
2198,33,Male,Pennsylvania,No,40,Venmo,4
2200,39,Male,North Carolina,No,40,Debit Card,4
2210,42,Male,Utah,No,44,Bank Transfer,3
2211,30,Male,Virginia,No,35,PayPal,6
2216,25,Male,West Virginia,No,28,Credit Card,6
2218,35,Male,Indiana,No,42,Bank Transfer,6
2221,19,Male,Wyoming,No,47,Cash,2
2222,25,Male,Kansas,No,34,Credit Card,2
2223,32,Male,Georgia,No,30,Credit Card,7
2225,18,Male,Nebraska,No,38,Cash,3
2227,22,Male,Missouri,No,28,Cash,2
2228,40,Male,Washington,No,42,Credit Card,6
2234,38,Male,Florida,No,48,Credit Card,4
2235,35,Male,New Hampshire,No,26,Cash,7
2236,40,Male,Illinois,No,44,Credit Card,2
