Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1169,68,Male,Mississippi,No,37,Debit Card,6
1171,57,Male,Illinois,No,33,Cash,5
1173,59,Male,Oregon,No,42,Bank Transfer,5
1182,61,Male,New York,No,43,Bank Transfer,3
1186,47,Male,Maine,No,29,Credit Card,4
1187,63,Male,Indiana,No,27,Credit Card,2
1188,56,Male,Iowa,No,37,Credit Card,1
1190,64,Male,Arkansas,No,28,Debit Card,2
1191,62,Male,South Carolina,No,31,Credit Card,7
1193,49,Male,Florida,No,42,Venmo,3
1198,54,Male,Vermont,No,26,PayPal,2
1206,52,Male,California,No,38,Bank Transfer,6
1208,62,Male,Washington,No,48,Credit Card,1
1219,55,Male,Pennsylvania,No,43,Cash,1
1221,67,Male,Kentucky,No,36,Bank Transfer,3
1223,58,Male,Indiana,No,27,Bank Transfer,2
1232,66,Male,Pennsylvania,No,43,Credit Card,6
1233,57,Male,New York,No,31,Debit Card,1
1234,46,Male,Utah,No,40,Venmo,1
1240,62,Male,New Jersey,No,32,Debit Card,1
1242,58,Male,Hawaii,No,34,Credit Card,7
1250,62,Male,Oregon,No,48,Venmo,6
1252,56,Male,Indiana,No,43,Credit Card,4
1258,68,Male,Minnesota,No,31,Cash,1
1259,47,Male,Ohio,No,34,Debit Card,1
1260,68,Male,Minnesota,No,45,Credit Card,4
1261,63,Male,Virginia,No,30,Debit Card,3
1268,47,Male,Oregon,No,41,Cash,7
1272,70,Male,Kentucky,No,42,PayPal,2
1275,54,Male,Missouri,No,37,PayPal,3
1277,51,Male,Wyoming,No,37,Bank Transfer,7
1285,65,Male,Arkansas,No,38,PayPal,6
1286,64,Male,North Carolina,No,45,Bank Transfer,6
1289,66,Male,South Dakota,No,34,PayPal,5
1301,67,Male,West Virginia,No,47,Credit Card,1
1307,54,Male,Alaska,No,40,PayPal,2
1316,56,Male,Mississippi,No,29,Debit Card,3
1320,65,Male,Oklahoma,No,48,Bank Transfer,7
1322,59,Male,Missouri,No,45,Bank Transfer,1
1328,52,Male,Florida,No,37,Cash,7
1330,70,Male,Texas,No,50,PayPal,1
1336,56,Male,Nevada,No,26,Credit Card,7
1339,56,Male,Alabama,No,43,PayPal,6
1344,68,Male,Florida,No,34,Bank Transfer,4
1353,65,Male,Indiana,No,37,Credit Card,5
1356,59,Male,Florida,No,50,PayPal,5
1357,49,Male,Indiana,No,34,Bank Transfer,2
1362,49,Male,Alabama,No,39,Debit Card,4
1373,64,Male,Michigan,No,44,PayPal,5
1381,51,Male,Massachusetts,No,41,Cash,6
1389,62,Male,Arkansas,No,40,Cash,3
1392,53,Male,Mississippi,No,38,Credit Card,2
1396,47,Male,West Virginia,No,40,PayPal,5
1398,55,Male,Massachusetts,No,33,PayPal,2
1403,62,Male,North Dakota,No,47,PayPal,4
1409,58,Male,Maine,No,38,Venmo,7
1417,48,Male,Idaho,No,46,Cash,3
1425,66,Male,Connecticut,No,34,Bank Transfer,1
1426,59,Male,Wyoming,No,39,Credit Card,2
1427,60,Male,Michigan,No,35,PayPal,1
1434,70,Male,Minnesota,No,45,Debit Card,7
1436,45,Male,Oregon,No,41,Cash,7
1443,53,Male,Idaho,No,42,Credit Card,2
1452,54,Male,Utah,No,35,PayPal,3
1457,59,Male,Montana,No,30,PayPal,1
1458,58,Male,Pennsylvania,No,47,Venmo,6
1461,70,Male,Pennsylvania,No,33,Venmo,5
1462,54,Male,Oregon,No,42,Venmo,3
1466,46,Male,Nebraska,No,42,Cash,5
1482,64,Male,Maryland,No,31,PayPal,3
1494,70,Male,North Dakota,No,44,Credit Card,3
1499,59,Male,Illinois,No,46,Venmo,6
1504,50,Male,Michigan,No,46,Cash,3
1506,46,Male,North Dakota,No,39,Cash,4
1511,55,Male,Maryland,No,31,Venmo,2
1520,50,Male,Texas,No,40,PayPal,7
1524,54,Male,Georgia,No,35,Debit Card,2
1529,69,Male,Oregon,No,47,Venmo,5
1535,55,Male,Wyoming,No,26,Venmo,6
1538,68,Male,Alaska,No,50,Venmo,2
1543,59,Male,Hawaii,No,43,PayPal,7
1546,48,Male,Delaware,No,49,Bank Transfer,2
1548,46,Male,South Carolina,No,40,Cash,3
1549,69,Male,Maryland,No,43,Bank Transfer,7
1551,66,Male,Arkansas,No,40,Bank Transfer,3
1566,58,Male,Idaho,No,48,PayPal,2
1576,52,Male,California,No,28,Cash,6
1577,56,Male,Michigan,No,36,PayPal,4
1581,65,Male,North Dakota,No,30,Cash,2
1582,69,Male,Ohio,No,46,Cash,3
1602,65,Male,Indiana,No,33,Credit Card,4
1608,49,Male,Vermont,No,43,Debit Card,3
1616,64,Male,New York,No,45,Cash,5
1619,63,Male,Michigan,No,39,Debit Card,3
1620,57,Male,Hawaii,No,50,Venmo,5
1622,68,Male,Ohio,No,38,Debit Card,6
1624,64,Male,Indiana,No,50,Debit Card,2
1631,63,Male,New Jersey,No,29,Venmo,1
1634,54,Male,North Dakota,No,33,Debit Card,5
1636,68,Male,North Carolina,No,40,Cash,2
1637,58,Male,North Dakota,No,49,Cash,6
1646,53,Male,Ohio,No,36,Venmo,1
1651,60,Male,Arkansas,No,46,Credit Card,6
1652,59,Male,Texas,No,42,Debit Card,4
1660,53,Male,Utah,No,44,Venmo,2
1661,59,Male,Louisiana,No,37,Venmo,4
1663,63,Male,New Mexico,No,46,Debit Card,6
1667,51,Male,Arkansas,No,47,PayPal,2
1669,66,Male,Utah,No,28,Debit Card,6
1678,65,Male,Oregon,No,41,Debit Card,7
1683,65,Male,New York,No,37,Credit Card,5
1693,56,Male,Utah,No,33,Cash,5
1694,63,Male,Tennessee,No,45,Bank Transfer,6
1701,62,Male,West Virginia,No,36,Bank Transfer,4
1702,69,Male,Mississippi,No,44,Debit Card,1
1703,54,Male,Alabama,No,48,Bank Transfer,7
1714,49,Male,Missouri,No,37,PayPal,3
1717,69,Male,Connecticut,No,30,Cash,1
1724,70,Male,New York,No,39,PayPal,2
1726,45,Male,Massachusetts,No,32,Venmo,3
1727,57,Male,Indiana,No,45,Debit Card,7
1733,45,Male,Rhode Island,No,36,Cash,1
1736,58,Male,Texas,No,31,Venmo,2
1737,57,Male,Tennessee,No,43,Cash,3
1739,60,Male,Tennessee,No,37,Credit Card,7
1747,65,Male,Alabama,No,44,Bank Transfer,6
1748,61,Male,New Hampshire,No,41,Venmo,3
1752,57,Male,Ohio,No,34,Cash,2
1756,56,Male,Delaware,No,45,Cash,4
1765,61,Male,Delaware,No,34,Venmo,3
1766,68,Male,New Mexico,No,41,Venmo,3
1767,60,Male,Alaska,No,27,Cash,5
1768,69,Male,Minnesota,No,46,Debit Card,6
1771,53,Male,Michigan,No,34,Bank Transfer,7
1781,67,Male,North Dakota,No,49,Credit Card,7
1783,52,Male,Utah,No,40,Bank Transfer,6
1790,52,Male,Arizona,No,43,Debit Card,3
1791,50,Male,North Carolina,No,31,PayPal,5
1792,62,Male,Montana,No,38,Cash,2
1794,65,Male,Iowa,No,45,Cash,1
1797,62,Male,South Carolina,No,34,Venmo,7
1798,62,Male,Oregon,No,26,Venmo,7
1803,57,Male,Rhode Island,No,31,Venmo,5
1804,60,Male,New Hampshire,No,33,Venmo,6
1816,51,Male,New Mexico,No,48,Credit Card,1
1819,58,Male,North Carolina,No,47,Debit Card,1
1820,51,Male,Nevada,No,50,Cash,3
1822,57,Male,Maine,No,29,PayPal,3
1824,62,Male,Louisiana,No,40,Bank Transfer,5
1825,58,Male,Illinois,No,31,Cash,4
1827,45,Male,Indiana,No,44,Debit Card,2
1833,69,Male,Louisiana,No,48,Cash,4
1835,49,Male,Indiana,No,39,Venmo,6
1836,65,Male,Kentucky,No,45,Credit Card,3
1837,66,Male,South Carolina,No,35,Credit Card,4
1845,60,Male,South Dakota,No,31,Credit Card,2
1846,51,Male,Delaware,No,39,Bank Transfer,3
1848,46,Male,Arizona,No,49,Credit Card,7
1851,51,Male,Wyoming,No,50,Debit Card,7
1857,63,Male,Arizona,No,30,PayPal,5
1858,51,Male,Colorado,No,33,Cash,4
1860,54,Male,New Jersey,No,29,Debit Card,6
1874,64,Male,Wisconsin,No,49,Bank Transfer,7
1880,56,Male,Tennessee,No,46,Cash,5
1889,62,Male,South Dakota,No,48,Credit Card,7
1890,59,Male,North Carolina,No,27,Bank Transfer,7
1892,69,Male,New Hampshire,No,48,Debit Card,3
1901,65,Male,Iowa,No,34,Cash,3
1902,56,Male,Arizona,No,50,Cash,3
1904,59,Male,North Carolina,No,37,Bank Transfer,7
1908,69,Male,New Mexico,No,36,Credit Card,1
1912,65,Male,Arizona,No,32,Debit Card,5
1914,49,Male,Kentucky,No,29,Cash,2
1916,51,Male,Alabama,No,44,Cash,7
1921,51,Male,Connecticut,No,40,Cash,1
1926,59,Male,Utah,No,44,Credit Card,6
1930,59,Male,Hawaii,No,46,Venmo,3
1931,66,Male,North Carolina,No,26,Cash,7
1934,48,Male,Montana,No,28,Venmo,2
1937,70,Male,Minnesota,No,44,PayPal,1
1939,46,Male,Kentucky,No,39,Debit Card,5
1941,50,Male,Alaska,No,48,PayPal,6
1942,55,Male,Vermont,No,46,Credit Card,3
1947,59,Male,Louisiana,No,41,Credit Card,3
1949,54,Male,Connecticut,No,39,PayPal,5
1953,57,Male,Maryland,No,50,Cash,5
1956,50,Male,Maine,No,37,Cash,4
1958,68,Male,South Carolina,No,26,Cash,5
1961,57,Male,Massachusetts,No,40,Credit Card,2
1962,47,Male,Nevada,No,45,Debit Card,3
1966,67,Male,Indiana,No,25,Debit Card,3
1969,67,Male,Minnesota,No,25,Credit Card,7
1973,54,Male,Louisiana,No,48,PayPal,1
1980,49,Male,Tennessee,No,38,Debit Card,6
1982,69,Male,Michigan,No,42,PayPal,3
1989,46,Male,Virginia,No,26,Bank Transfer,7
1996,67,Male,Missouri,No,29,Debit Card,3
2004,68,Male,Maine,No,32,Cash,3
2009,57,Male,Florida,No,27,PayPal,1
2015,51,Male,Wisconsin,No,47,PayPal,5
2018,70,Male,Massachusetts,No,42,Bank Transfer,1
2022,62,Male,Maine,No,48,Venmo,3
2024,46,Male,Idaho,No,28,Cash,5
2025,62,Male,Arkansas,No,39,PayPal,7
2028,50,Male,Nebraska,No,50,Credit Card,1
2031,66,Male,New Mexico,No,38,Credit Card,4
2034,57,Male,Illinois,No,33,Venmo,2
2035,61,Male,Alabama,No,27,PayPal,4
2036,53,Male,Oklahoma,No,43,Bank Transfer,7
2039,53,Male,Arkansas,No,35,Credit Card,6
2041,69,Male,South Carolina,No,42,Venmo,3
2044,47,Male,New York,No,49,PayPal,7
2048,58,Male,Connecticut,No,32,Cash,2
2049,45,Male,Michigan,No,35,Bank Transfer,3
2053,45,Male,New Hampshire,No,30,Bank Transfer,2
2057,55,Male,Minnesota,No,29,PayPal,4
2060,56,Male,California,No,50,PayPal,7
2064,61,Male,Indiana,No,32,Cash,4
2067,64,Male,Illinois,No,44,Debit Card,6
2069,70,Male,Vermont,No,44,Venmo,4
2072,69,Male,South Carolina,No,37,PayPal,3
2076,46,Male,South Carolina,No,49,Debit Card,4
2078,64,Male,Nebraska,No,26,Bank Transfer,2
2079,49,Male,Hawaii,No,40,Debit Card,7
2086,69,Male,New York,No,38,Debit Card,7
2087,65,Male,North Dakota,No,36,Cash,1
