Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
482,46,Male,Wisconsin,Yes,10,PayPal,6
492,49,Male,Vermont,Yes,24,Credit Card,5
493,50,Male,Michigan,Yes,11,Debit Card,7
502,64,Male,Florida,Yes,21,Venmo,2
503,59,Male,South Carolina,Yes,8,PayPal,6
506,61,Male,Maine,Yes,9,Cash,5
512,61,Male,Hawaii,Yes,8,PayPal,2
521,51,Male,South Carolina,Yes,20,Debit Card,3
524,46,Male,Delaware,Yes,5,PayPal,3
527,51,Male,New Jersey,Yes,19,Cash,4
531,48,Male,Montana,Yes,25,Credit Card,5
534,57,Male,North Carolina,Yes,17,Debit Card,7
535,65,Male,Florida,Yes,4,PayPal,3
536,56,Male,West Virginia,Yes,24,Bank Transfer,7
537,44,Male,Illinois,Yes,16,Debit Card,1
538,50,Male,Virginia,Yes,14,Debit Card,2
544,53,Male,Alabama,Yes,11,Credit Card,4
551,62,Male,Georgia,Yes,12,PayPal,7
554,63,Male,Florida,Yes,15,Credit Card,3
560,66,Male,Arizona,Yes,22,Bank Transfer,4
564,61,Male,Idaho,Yes,16,Debit Card,3
566,59,Male,Idaho,Yes,10,Venmo,7
567,55,Male,Alabama,Yes,1,Debit Card,6
571,65,Male,Iowa,Yes,20,Cash,2
574,58,Male,California,Yes,23,Credit Card,5
575,54,Male,Maine,Yes,20,Bank Transfer,5
577,48,Male,Washington,Yes,5,Credit Card,1
579,69,Male,Maine,Yes,22,Credit Card,6
581,49,Male,Iowa,Yes,10,PayPal,7
585,70,Male,Indiana,Yes,20,Debit Card,4
586,69,Male,South Carolina,Yes,5,Cash,1
587,45,Male,Wisconsin,Yes,9,Venmo,2
589,47,Male,South Dakota,Yes,9,Debit Card,3
592,47,Male,Kentucky,Yes,6,Debit Card,5
594,67,Male,Alaska,Yes,9,PayPal,1
598,70,Male,Alaska,Yes,19,Bank Transfer,6
605,44,Male,West Virginia,Yes,11,Credit Card,1
615,68,Male,Idaho,Yes,21,Credit Card,5
616,67,Male,Maryland,Yes,23,Venmo,2
618,50,Male,Colorado,Yes,2,Bank Transfer,3
619,61,Male,Indiana,Yes,21,Debit Card,5
625,55,Male,South Carolina,Yes,21,PayPal,2
626,49,Male,Delaware,Yes,1,Venmo,7
642,47,Male,Alaska,Yes,23,Credit Card,1
643,64,Male,Arkansas,Yes,14,Debit Card,5
646,62,Male,Oklahoma,Yes,15,Venmo,5
647,51,Male,Indiana,Yes,19,Venmo,5
648,54,Male,Mississippi,Yes,23,Credit Card,6
658,48,Male,Arizona,Yes,6,PayPal,3
659,62,Male,Louisiana,Yes,20,Venmo,7
660,62,Male,Virginia,Yes,8,Cash,7
664,59,Male,Alaska,Yes,23,Credit Card,4
676,64,Male,Arkansas,Yes,9,Cash,2
681,58,Male,Tennessee,Yes,3,PayPal,2
700,50,Male,Connecticut,Yes,5,PayPal,7
701,57,Male,Wisconsin,Yes,5,PayPal,4
702,51,Male,Idaho,Yes,5,Debit Card,1
704,63,Male,Connecticut,Yes,21,Venmo,7
708,59,Male,Louisiana,Yes,21,Venmo,2
710,49,Male,Massachusetts,Yes,23,Debit Card,4
712,64,Male,New Hampshire,Yes,13,Bank Transfer,5
734,45,Male,Rhode Island,Yes,20,Debit Card,5
743,64,Male,Nevada,Yes,21,Debit Card,3
746,46,Male,Michigan,Yes,4,Venmo,4
748,51,Male,Oklahoma,Yes,13,Bank Transfer,7
750,56,Male,Oklahoma,Yes,11,Debit Card,3
752,65,Male,Ohio,Yes,1,Credit Card,4
756,66,Male,Florida,Yes,22,PayPal,7
757,62,Male,Montana,Yes,24,Cash,6
760,51,Male,Rhode Island,Yes,25,Credit Card,6
764,61,Male,North Carolina,Yes,6,Credit Card,4
765,55,Male,Virginia,Yes,6,Debit Card,3
766,54,Male,Alaska,Yes,13,Cash,3
767,57,Male,Nevada,Yes,13,PayPal,4
770,52,Male,Delaware,Yes,8,PayPal,4
776,49,Male,Kentucky,Yes,8,PayPal,4
777,49,Male,Alabama,Yes,8,Venmo,1
787,70,Male,Indiana,Yes,16,Bank Transfer,1
788,53,Male,Michigan,Yes,25,Venmo,7
789,50,Male,Rhode Island,Yes,18,Bank Transfer,3
795,69,Male,Kentucky,Yes,10,Debit Card,6
814,54,Male,Montana,Yes,14,Debit Card,2
824,51,Male,Georgia,Yes,11,Credit Card,3
835,52,Male,Nevada,Yes,18,Credit Card,7
840,48,Male,Illinois,Yes,10,Debit Card,1
843,59,Male,Missouri,Yes,25,PayPal,7
844,65,Male,Pennsylvania,Yes,6,PayPal,7
851,68,Male,Connecticut,Yes,13,Venmo,4
856,70,Male,Oregon,Yes,14,Credit Card,3
860,47,Male,Wisconsin,Yes,7,Debit Card,4
865,51,Male,Kentucky,Yes,5,PayPal,2
866,64,Male,Colorado,Yes,23,Venmo,2
867,67,Male,New Mexico,Yes,11,PayPal,5
871,66,Male,West Virginia,Yes,6,Bank Transfer,5
873,56,Male,North Dakota,Yes,25,Cash,3
874,51,Male,Mississippi,Yes,24,Venmo,3
880,62,Male,Wyoming,Yes,14,PayPal,3
882,52,Male,South Carolina,Yes,18,Venmo,2
895,44,Male,Wyoming,Yes,3,Debit Card,3
899,54,Male,Nevada,Yes,19,Bank Transfer,1
900,65,Male,Rhode Island,Yes,20,PayPal,2
904,44,Male,Washington,Yes,3,PayPal,3
906,46,Male,Mississippi,Yes,16,Venmo,2
911,49,Male,South Carolina,Yes,22,Credit Card,4
912,53,Male,Vermont,Yes,2,Bank Transfer,3
917,49,Male,Illinois,Yes,16,Venmo,4
918,69,Male,Missouri,Yes,11,Bank Transfer,3
919,65,Male,North Carolina,Yes,11,Cash,6
922,70,Male,South Dakota,Yes,18,PayPal,7
923,63,Male,Georgia,Yes,13,Credit Card,4
924,55,Male,Arkansas,Yes,7,PayPal,7
927,54,Male,Massachusetts,Yes,11,Cash,5
935,45,Male,Oregon,Yes,21,Bank Transfer,4
936,58,Male,Ohio,Yes,2,Bank Transfer,6
941,48,Male,Colorado,Yes,15,PayPal,1
947,46,Male,Pennsylvania,Yes,4,PayPal,3
948,57,Male,Indiana,Yes,6,Cash,1
949,49,Male,Alabama,Yes,11,Venmo,1
955,60,Male,Louisiana,Yes,18,Credit Card,1
956,55,Male,Mississippi,Yes,4,PayPal,4
967,58,Male,Kentucky,Yes,19,Cash,2
971,45,Male,California,Yes,4,Cash,4
972,47,Male,Indiana,Yes,15,Credit Card,7
975,69,Male,North Carolina,Yes,23,Bank Transfer,4
976,58,Male,Washington,Yes,2,Bank Transfer,7
990,70,Male,Texas,Yes,2,Bank Transfer,4
991,48,Male,Washington,Yes,24,Cash,7
994,51,Male,Iowa,Yes,25,Cash,7
995,53,Male,New York,Yes,20,Debit Card,4
996,44,Male,Idaho,Yes,10,Venmo,7
1000,50,Male,New Mexico,Yes,23,Debit Card,4
1002,61,Male,Washington,Yes,4,Debit Card,6
1003,55,Male,North Dakota,Yes,3,Bank Transfer,5
1004,56,Male,Ohio,Yes,3,Cash,5
1008,58,Male,Georgia,Yes,2,Credit Card,2
1023,61,Male,Nebraska,Yes,7,Cash,2
1026,60,Male,Nebraska,Yes,15,Credit Card,2
1029,45,Male,Nebraska,Yes,4,Cash,6
1037,68,Male,Hawaii,Yes,13,Bank Transfer,4
1041,68,Male,North Carolina,Yes,7,Cash,6
1046,54,Male,New Mexico,Yes,11,PayPal,5
1050,45,Male,Virginia,Yes,24,Cash,3
1051,48,Male,Florida,Yes,19,Venmo,4
1053,60,Male,Virginia,Yes,1,Credit Card,6
1054,59,Male,Kansas,No,10,Debit Card,5
1056,70,Male,Massachusetts,No,24,Debit Card,2
1058,65,Male,Wisconsin,No,20,Credit Card,7
1063,59,Male,Ohio,No,21,Debit Card,1
1066,59,Male,Alabama,No,3,PayPal,1
1067,49,Male,Mississippi,No,11,PayPal,5
1078,58,Male,West Virginia,No,5,PayPal,3
1081,65,Male,Pennsylvania,No,22,Cash,1
1088,45,Male,West Virginia,No,7,Bank Transfer,4
1089,49,Male,Louisiana,No,2,PayPal,7
1092,44,Male,North Carolina,No,6,Credit Card,6
1093,68,Male,South Dakota,No,20,Venmo,3
1101,50,Male,Nevada,No,2,Credit Card,7
1103,52,Male,Texas,No,24,Cash,6
1107,52,Male,Minnesota,No,12,Venmo,6
1110,66,Male,Oklahoma,No,2,Venmo,7
1119,49,Male,Indiana,No,11,PayPal,1
1122,63,Male,Florida,No,25,Cash,3
1123,70,Male,North Carolina,No,12,Credit Card,2
1128,50,Male,Delaware,No,22,Debit Card,4
1132,67,Male,Illinois,No,20,Bank Transfer,4
1133,50,Male,North Carolina,No,25,Cash,6
1135,62,Male,Wisconsin,No,2,Venmo,1
1138,46,Male,New Mexico,No,16,Bank Transfer,1
1147,48,Male,Wisconsin,No,7,Bank Transfer,1
1148,59,Male,Tennessee,No,17,Debit Card,2
1153,62,Male,Connecticut,No,8,PayPal,1
1163,47,Male,North Carolina,No,13,PayPal,7
1166,51,Male,Wisconsin,No,21,Venmo,1
1167,48,Male,Connecticut,No,22,Venmo,6
1168,60,Male,New Jersey,No,16,PayPal,3
1178,54,Male,Iowa,No,24,Debit Card,4
1185,63,Male,South Carolina,No,19,Credit Card,2
1189,68,Male,Mississippi,No,11,Credit Card,7
1195,50,Male,New York,No,6,Credit Card,6
1200,49,Male,Maryland,No,3,Debit Card,7
1203,48,Male,Maryland,No,14,Venmo,1
1205,67,Male,Florida,No,20,Credit Card,1
1214,68,Male,Kentucky,No,14,Debit Card,1
1216,66,Male,Oregon,No,15,Credit Card,1
1217,62,Male,Utah,No,3,Venmo,1
1218,50,Male,Nebraska,No,12,Cash,1
1224,69,Male,Kansas,No,21,Bank Transfer,7
1225,62,Male,Illinois,No,18,Venmo,7
1227,53,Male,Ohio,No,18,Venmo,5
1229,55,Male,Indiana,No,1,Cash,2
1239,55,Male,Wyoming,No,3,Venmo,6
1243,56,Male,Nevada,No,15,Bank Transfer,3
1245,70,Male,Indiana,No,2,Cash,4
1248,65,Male,Virginia,No,18,Venmo,5
1249,62,Male,Wisconsin,No,8,Credit Card,2
1251,52,Male,New Hampshire,No,24,Cash,4
1255,54,Male,California,No,2,Credit Card,5
1257,45,Male,West Virginia,No,4,Cash,6
1265,52,Male,Vermont,No,1,Venmo,5
1271,67,Male,West Virginia,No,20,Cash,2
1276,55,Male,Arkansas,No,1,PayPal,4
1280,63,Male,Maryland,No,18,Debit Card,2
1284,69,Male,Oregon,No,23,Debit Card,1
1291,67,Male,Maryland,No,3,PayPal,2
1292,69,Male,South Dakota,No,23,Debit Card,6
1297,48,Male,South Dakota,No,16,Cash,5
1305,64,Male,Montana,No,18,PayPal,1
1309,59,Male,Rhode Island,No,14,Credit Card,1
1313,66,Male,Missouri,No,19,Bank Transfer,4
1314,70,Male,Missouri,No,23,Credit Card,5
1319,52,Male,Connecticut,No,19,Credit Card,5
1321,56,Male,California,No,19,Debit Card,2
1324,58,Male,New York,No,15,Debit Card,1
1333,66,Male,Alaska,No,16,Bank Transfer,3
1335,46,Male,West Virginia,No,12,Venmo,4
1343,57,Male,Arizona,No,11,Bank Transfer,4
1345,56,Male,New York,No,14,Cash,2
1347,44,Male,Mississippi,No,15,Venmo,5
1355,64,Male,Maryland,No,21,Bank Transfer,3
1361,56,Male,Alabama,No,4,Bank Transfer,2
1365,68,Male,Delaware,No,5,Cash,1
1367,45,Male,Iowa,No,10,Credit Card,6
1368,60,Male,Iowa,No,25,Cash,3
1377,57,Male,New Jersey,No,24,PayPal,2
1383,68,Male,Michigan,No,16,Bank Transfer,3
1385,46,Male,Alaska,No,8,Bank Transfer,7
1387,68,Male,Oregon,No,4,Debit Card,3
1390,59,Male,Illinois,No,8,Debit Card,6
1394,46,Male,Idaho,No,14,PayPal,6
1408,56,Male,Nevada,No,11,Credit Card,2
1411,61,Male,Tennessee,No,18,Debit Card,2
1412,48,Male,Louisiana,No,13,Venmo,3
1414,51,Male,New Hampshire,No,12,Bank Transfer,3
1416,54,Male,Illinois,No,12,Credit Card,1
1418,62,Male,Montana,No,21,Debit Card,6
1422,68,Male,Pennsylvania,No,24,Bank Transfer,6
1423,44,Male,Texas,No,3,PayPal,5
1424,51,Male,Michigan,No,12,Venmo,1
1431,48,Male,Michigan,No,3,Credit Card,6
1435,59,Male,New York,No,21,Debit Card,5
1438,69,Male,Montana,No,14,Cash,2
1439,58,Male,Washington,No,24,Debit Card,4
1444,58,Male,Idaho,No,2,Cash,4
1446,64,Male,Arkansas,No,24,Credit Card,2
1447,63,Male,Wyoming,No,6,Credit Card,3
1449,64,Male,West Virginia,No,11,Credit Card,1
1453,60,Male,Colorado,No,11,Bank Transfer,3
1455,66,Male,Georgia,No,17,Credit Card,2
1456,60,Male,Alabama,No,1,PayPal,1
1464,54,Male,Oklahoma,No,1,Bank Transfer,4
1467,58,Male,Alabama,No,3,PayPal,2
1474,69,Male,Wisconsin,No,20,Credit Card,1
1476,44,Male,Rhode Island,No,24,Cash,4
1480,48,Male,Washington,No,2,Bank Transfer,7
1485,49,Male,Nebraska,No,22,Venmo,1
1491,66,Male,Louisiana,No,15,Venmo,5
1493,62,Male,North Carolina,No,3,Venmo,3
1496,45,Male,Rhode Island,No,6,PayPal,7
1497,63,Male,Idaho,No,9,Venmo,5
1498,69,Male,Michigan,No,16,Debit Card,1
1501,63,Male,Alabama,No,22,Debit Card,4
1505,60,Male,Alaska,No,10,Bank Transfer,4
1508,66,Male,Pennsylvania,No,7,Venmo,2
1513,60,Male,Wisconsin,No,18,PayPal,5
1518,57,Male,New Hampshire,No,12,Cash,3
1519,68,Male,New York,No,14,Venmo,6
1531,59,Male,New Mexico,No,22,Bank Transfer,3
1532,63,Male,Mississippi,No,8,PayPal,5
1533,68,Male,Wisconsin,No,5,PayPal,1
1534,50,Male,New Hampshire,No,16,Bank Transfer,3
1539,56,Male,Illinois,No,22,Venmo,5
1544,56,Male,Wisconsin,No,24,Venmo,2
1547,60,Male,Oregon,No,17,Bank Transfer,2
1552,64,Male,Minnesota,No,13,Credit Card,4
1553,54,Male,New Mexico,No,20,Credit Card,4
1555,64,Male,Utah,No,18,Cash,5
1561,57,Male,Oregon,No,3,Debit Card,7
1562,50,Male,Mississippi,No,2,Bank Transfer,3
1564,68,Male,Kansas,No,8,Cash,7
1567,48,Male,Wyoming,No,21,Cash,5
1569,51,Male,Washington,No,8,Debit Card,4
1578,68,Male,Delaware,No,7,Venmo,6
1579,62,Male,California,No,2,PayPal,3
1589,48,Male,Vermont,No,3,Venmo,4
1591,54,Male,Wisconsin,No,8,PayPal,2
1593,56,Male,Iowa,No,10,Bank Transfer,1
1594,61,Male,Maryland,No,25,Bank Transfer,4
1599,47,Male,California,No,21,Venmo,5
1600,48,Male,Delaware,No,22,Debit Card,5
1603,54,Male,West Virginia,No,13,Venmo,6
1606,70,Male,Connecticut,No,15,Credit Card,5
1607,55,Male,Kansas,No,4,PayPal,6
1628,69,Male,Maine,No,8,Credit Card,2
1629,45,Male,Massachusetts,No,7,Cash,4
1632,65,Male,Indiana,No,7,Bank Transfer,6
1639,68,Male,Tennessee,No,18,Venmo,7
1641,65,Male,Tennessee,No,13,PayPal,7
1642,50,Male,Colorado,No,1,Bank Transfer,1
1645,68,Male,North Carolina,No,21,Debit Card,4
1647,58,Male,Nebraska,No,20,Bank Transfer,1
1650,58,Male,Wisconsin,No,3,Credit Card,3
1653,65,Male,New Mexico,No,1,Bank Transfer,6
1658,69,Male,Indiana,No,4,Debit Card,5
1662,64,Male,Iowa,No,21,Debit Card,3
1668,51,Male,Oklahoma,No,24,Bank Transfer,1
1680,60,Male,Massachusetts,No,24,Debit Card,5
1681,61,Male,Louisiana,No,6,Credit Card,2
1688,67,Male,Georgia,No,4,PayPal,2
1692,64,Male,Connecticut,No,4,Cash,2
1696,54,Male,Nebraska,No,1,PayPal,6
1705,56,Male,Idaho,No,19,Cash,1
1710,45,Male,Indiana,No,19,Bank Transfer,2
1713,65,Male,Illinois,No,9,Cash,6
1719,54,Male,Maryland,No,14,PayPal,1
1720,45,Male,Maryland,No,8,Venmo,3
1723,46,Male,Massachusetts,No,14,Cash,6
1728,49,Male,Virginia,No,19,PayPal,4
1730,47,Male,Illinois,No,12,Venmo,6
1734,67,Male,New York,No,22,Credit Card,2
1741,69,Male,Wisconsin,No,10,Bank Transfer,1
1743,51,Male,Kansas,No,18,Venmo,1
1745,57,Male,Michigan,No,23,PayPal,7
1755,66,Male,Massachusetts,No,18,Credit Card,6
1757,49,Male,New Hampshire,No,14,Bank Transfer,7
1760,68,Male,Louisiana,No,1,PayPal,7
1772,46,Male,Indiana,No,9,Credit Card,2
1773,58,Male,Hawaii,No,1,Bank Transfer,2
1775,46,Male,New York,No,6,PayPal,7
1777,56,Male,Arizona,No,10,Venmo,1
1779,49,Male,Texas,No,8,Debit Card,5
1786,47,Male,Iowa,No,22,Venmo,4
1787,45,Male,Maryland,No,22,Venmo,4
1789,66,Male,Illinois,No,23,Cash,5
1795,60,Male,Ohio,No,21,Debit Card,6
1796,68,Male,Wisconsin,No,9,Debit Card,6
1807,58,Male,Rhode Island,No,24,Venmo,2
1809,67,Male,Tennessee,No,7,Debit Card,4
1810,58,Male,Alaska,No,6,Debit Card,6
1813,50,Male,Nevada,No,18,PayPal,5
1823,66,Male,Connecticut,No,4,Cash,2
1831,50,Male,Kansas,No,7,Venmo,2
1832,62,Male,Maine,No,5,Bank Transfer,1
1843,61,Male,Alabama,No,1,Debit Card,2
1847,68,Male,Wisconsin,No,9,Venmo,3
1856,60,Male,Rhode Island,No,9,Cash,2
1863,59,Male,New Hampshire,No,10,PayPal,6
1866,56,Male,Missouri,No,12,Bank Transfer,4
1868,45,Male,Delaware,No,20,Venmo,3
1872,56,Male,Illinois,No,14,Cash,1
1875,67,Male,Indiana,No,14,Cash,7
1876,63,Male,Tennessee,No,6,Credit Card,3
1877,54,Male,Illinois,No,20,Venmo,3
1878,69,Male,Pennsylvania,No,3,Credit Card,2
1882,58,Male,New Jersey,No,13,Cash,5
1883,44,Male,Tennessee,No,25,Bank Transfer,3
1888,64,Male,North Dakota,No,3,PayPal,4
1897,57,Male,Nevada,No,19,Venmo,4
1898,53,Male,Alaska,No,11,Debit Card,6
1899,59,Male,Texas,No,25,Venmo,4
1906,47,Male,Idaho,No,14,Bank Transfer,6
1910,50,Male,Kentucky,No,12,Credit Card,4
1922,47,Male,Michigan,No,13,Venmo,2
1924,64,Male,Nebraska,No,7,Cash,2
1927,66,Male,New Mexico,No,6,PayPal,2
1932,54,Male,Illinois,No,6,Debit Card,1
1940,66,Male,Ohio,No,20,PayPal,1
1943,63,Male,Alabama,No,22,PayPal,4
1948,59,Male,New York,No,2,PayPal,4
1950,63,Male,Nebraska,No,12,PayPal,3
1957,70,Male,Oklahoma,No,20,Credit Card,6
1960,46,Male,Colorado,No,7,Credit Card,1
1964,52,Male,Michigan,No,11,Credit Card,7
1967,67,Male,Indiana,No,5,Credit Card,6
1970,64,Male,Louisiana,No,11,Bank Transfer,6
1972,54,Male,Pennsylvania,No,1,Venmo,4
1976,53,Male,Illinois,No,4,Cash,3
1979,45,Male,Massachusetts,No,1,Cash,3
1981,51,Male,Iowa,No,25,PayPal,6
1984,59,Male,Georgia,No,21,Debit Card,3
1987,62,Male,Arkansas,No,14,Venmo,3
1988,69,Male,Vermont,No,4,Cash,3
1992,46,Male,Missouri,No,1,Venmo,1
1997,67,Male,South Dakota,No,18,Cash,1
2002,51,Male,Wyoming,No,2,Debit Card,6
2005,44,Male,Georgia,No,13,Cash,5
2007,58,Male,New Mexico,No,2,Credit Card,2
2012,57,Male,West Virginia,No,4,Bank Transfer,4
2013,48,Male,Nevada,No,5,Cash,6
2016,57,Male,Virginia,No,8,Credit Card,6
2017,53,Male,Maine,No,20,Debit Card,6
2019,60,Male,Arkansas,No,20,Bank Transfer,7
2023,59,Male,Alabama,No,16,Cash,5
2033,46,Male,South Carolina,No,13,Cash,2
2042,66,Male,New York,No,14,PayPal,5
2045,49,Male,Missouri,No,17,PayPal,6
2050,68,Male,Rhode Island,No,15,Venmo,2
2052,65,Male,Massachusetts,No,14,Credit Card,4
2055,65,Male,New Jersey,No,14,PayPal,2
2058,66,Male,South Dakota,No,5,PayPal,1
2063,54,Male,South Carolina,No,15,Cash,3
2068,60,Male,Maryland,No,23,Cash,6
2071,56,Male,Nebraska,No,14,Cash,4
2077,59,Male,Florida,No,22,Debit Card,5
2088,54,Male,Wisconsin,No,1,Credit Card,7
2091,51,Male,Massachusetts,No,21,Debit Card,4
2095,53,Male,South Carolina,No,19,Venmo,2
2099,49,Male,Louisiana,No,20,Venmo,3
2102,49,Male,Oregon,No,12,Bank Transfer,5
2109,54,Male,North Dakota,No,4,Credit Card,3
2116,44,Male,Rhode Island,No,16,Bank Transfer,5
2124,54,Male,Nebraska,No,22,Debit Card,5
2125,47,Male,Rhode Island,No,22,Venmo,3
2129,62,Male,New Mexico,No,21,PayPal,7
2137,47,Male,New York,No,25,Bank Transfer,6
2143,47,Male,North Dakota,No,21,Venmo,3
2145,47,Male,Maryland,No,25,PayPal,3
2148,47,Male,Missouri,No,4,Cash,6
2151,57,Male,Illinois,No,12,Cash,7
2152,70,Male,Vermont,No,18,Venmo,4
2161,45,Male,West Virginia,No,21,PayPal,2
2180,49,Male,Delaware,No,14,PayPal,4
2187,55,Male,New Mexico,No,6,PayPal,1
2196,58,Male,New York,No,2,Cash,4
2207,46,Male,Illinois,No,25,Bank Transfer,6
2208,69,Male,New Mexico,No,11,Credit Card,2
2213,59,Male,Nebraska,No,22,Bank Transfer,3
2214,54,Male,Hawaii,No,18,Debit Card,3
2215,50,Male,Idaho,No,20,Debit Card,7
2219,67,Male,Idaho,No,20,Debit Card,3
2229,54,Male,Kansas,No,5,Credit Card,7
2233,65,Male,North Carolina,No,14,Cash,6
2241,57,Male,California,No,18,Debit Card,1
2244,56,Male,Massachusetts,No,13,Debit Card,2
2249,63,Male,Rhode Island,No,19,PayPal,6
2253,48,Male,Nebraska,No,21,Bank Transfer,2
2254,62,Male,Oklahoma,No,22,PayPal,4
